Id,Yard number,Yard name,Sale Date M/D/CY,Day of Week,Sale time (HHMM),Time Zone,Item#,Lot number,Vehicle Type,Year,Make,Model Group,Model Detail,Body Style,Color,Damage Description,Secondary Damage,Sale Title State,Sale Title Type,Has Keys-Yes or No,Lot Cond. Code,VIN,Odometer,Odometer Brand,Est. Retail Value,Repair cost,Engine,Drive,Transmission,Fuel Type,Cylinders,Runs/Drives,Sale Status,"High Bid =non-vix,Sealed=Vix",Special Note,Location city,Location state,Location ZIP,Location country,Currency Code,Image Thumbnail,Create Date/Time,Grid/Row,Make-an-Offer Eligible,Buy-It-Now Price,Image URL,Trim,Last Updated Time,Rentals,Copart Select
21,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36830652,V,2017,JEEP,RENEGADE,RENEGADE S,,GRAY,FRONT END,REAR END,CA,SC,NO,E,ZACCJAAB4HPG05063,60660,A,19453,0,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,On Approval,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP272/0c0d1fbc6abf4bc28b23fe300e06e202_thb.jpg,2022-06-02-07.40.18.000409, A040,N,0,http://inventoryv2.copart.io/v1/lotImages/36830652?country=us&brand=cprt&yardNumber=1,SPORT,2022-06-01T21:21:20Z,N,N
22,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36935702,V,2014,GMC,ACADIA,ACADIA SLE,,BURN,BURN,,CA,NR,EXM,E,1GKKRNED5EJ206492,0,N,16842.32,16842.32,3.6L  6,Front-wheel Drive,AUTOMATIC,GAS,6,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP270/8f581548c5d249dab9e989fe7be7655f_thb.jpg,2022-06-02-07.40.18.000410, A130,N,0,http://inventoryv2.copart.io/v1/lotImages/36935702?country=us&brand=cprt&yardNumber=1,SLE,2022-05-27T15:27:24Z,N,N
23,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36977332,V,2016,TOYOTA,RAV4,RAV4 XLE,,WHITE,SIDE,,CA,SC,NO,E,2T3RFREV0GW489200,0,N,22528,15264.28,2.5L  4,All wheel drive,AUTOMATIC,GAS,4,DEFAULT,On Minimum Bid,200,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP273/31ee33ee7d5d40a9811283461e533bdc_thb.jpg,2022-06-02-07.40.18.000429, E080,N,0,http://inventoryv2.copart.io/v1/lotImages/36977332?country=us&brand=cprt&yardNumber=1,XLE,2022-05-31T17:54:14Z,N,N
24,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,37030982,V,2017,NISSAN,SENTRA,SENTRA S,,BURN,BURN,BURN - ENGINE,CA,NR,EXM,E,3N1AB7AP6HY347596,0,N,13836,13836,1.8L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP270/d68a9886a2924580823dbe31ce6ae1b2_thb.jpg,2022-06-02-07.40.18.000430,SG001,N,0,http://inventoryv2.copart.io/v1/lotImages/37030982?country=us&brand=cprt&yardNumber=1,S,2022-05-31T22:34:12Z,N,N
25,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,37170552,V,2021,TESLA,MODEL 3,MODEL 3,,WHITE,REAR END,,CA,SC,YES,D,5YJ3E1EC3MF850879,13977,A,49123,39988.85,,All wheel drive,AUTOMATIC,ELECTRIC,,Run & Drive Verified,Pure Sale,15100,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP273/52b10a581da34978adc0fcb14ad3cc25_thb.jpg,2022-06-02-07.40.18.000430,SH008,N,0,http://inventoryv2.copart.io/v1/lotImages/37170552?country=us&brand=cprt&yardNumber=1,,2022-06-01T17:47:17Z,N,N
26,841,CRASHEDTOYS POWERSPORT AUCTION,20220602,THURSDAY,1200,CDT,4065,37533132,C,2016,YAMAHA,YZF600,YZFR6 C,RACER,CHARCOAL,FRONT END,,CA,SC,NO,E,JYARJ16Y0GA011118,0,N,856.38,0,4,,MANUAL,GAS,4,DEFAULT,Pure Sale,1200,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP275/55f9d401a5a64c8c972e68377879996f_thb.jpg,2022-06-02-07.40.18.000431,MC001,N,0,http://inventoryv2.copart.io/v1/lotImages/37533132?country=us&brand=cprt&yardNumber=841,C,2022-06-01T18:50:52Z,N,N
27,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,37618512,V,2003,TOYOTA,4RUNNER,4RUNNER SR,4DR SPOR,TWO TONE,MINOR DENT/SCRATCHES,,CA,CQ,YES,D,JTEZT14R930010510,204892,E,9750,0,4.7L  8,Rear-wheel drive,AUTOMATIC,GAS,8,Run & Drive Verified,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP276/9edc43dd1f244732b64ebd2c281cdb49_thb.jpg,2022-06-02-07.40.18.000432,SF003,Y,3200,http://inventoryv2.copart.io/v1/lotImages/37618512?country=us&brand=cprt&yardNumber=1,SR5,2022-05-27T20:22:20Z,N,N
28,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,37703562,V,1999,HONDA,ODYSSEY,ODYSSEY LX,,TAN,VANDALISM,,CA,AQ,YES,D,2HKRL1859XH502698,0,E,0,0,3.5L  6,Front-wheel Drive,AUTOMATIC,GAS,6,Run & Drive Verified,On Approval,0,MISSING EXHAUST/CAT         ,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP275/73cd8efab52341e3a8001998c26dd58d_thb.jpg,2022-06-02-07.40.18.000432,SE005,N,0,http://inventoryv2.copart.io/v1/lotImages/37703562?country=us&brand=cprt&yardNumber=1,LX,2022-05-31T23:48:14Z,N,N
29,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,37867892,V,2007,TOYOTA,CAMRY,CAMRY CE,,TEAL,FRONT END,SIDE,CA,SC,YES,D,JTNBE46K673064266,199890,A,6281,6329.89,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Run & Drive Verified,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP275/9788a73e78e145aea6292510440fd15e_thb.jpg,2022-06-02-07.40.18.000432, A010,N,1350,http://inventoryv2.copart.io/v1/lotImages/37867892?country=us&brand=cprt&yardNumber=1,CE,2022-05-29T02:12:20Z,N,N
30,1,CA - VALLEJO,0,,,PDT,0,38182592,V,2017,SUBARU,WRX,WRX STI,,SILVER,REAR END,FRONT END,CA,SC,YES,D,JF1VA2V60H9841695,40013,A,33151,0,2.5L  4,All wheel drive,MANUAL,GAS,4,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP278/d9818b8455674c5cbcd23cf1b3dc2a2c_thb.jpg,2022-06-02-07.40.18.000432, B100,N,0,http://inventoryv2.copart.io/v1/lotImages/38182592?country=us&brand=cprt&yardNumber=1,STI,2022-06-01T22:36:22Z,N,N
31,1,CA - VALLEJO,0,,,PDT,0,38306172,V,2018,FORD,FUSION,FUSION SE,,WHITE,FRONT END,TOP/ROOF,CA,SC,YES,E,3FA6P0LU8JR170313,105755,A,15517,16088,2.0L  4,Front-wheel Drive,AUTOMATIC,HYBRID ENGINE,4,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP278/985b28e8a09149b795874d3f46cdf468_thb.jpg,2022-06-02-07.40.18.000461,SD005,N,0,http://inventoryv2.copart.io/v1/lotImages/38306172?country=us&brand=cprt&yardNumber=1,SE HYBRID,2022-05-27T17:37:23Z,N,N
32,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,38323332,V,2012,BUICK,ENCLAVE,ENCLAVE,,BROWN,SIDE,,CA,SC,YES,D,5GAKRDED5CJ157072,184721,A,14097,0,3.6L  6,Front-wheel Drive,AUTOMATIC,GAS,6,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP278/5a2f6be03b1d4648a5698c2e62ac4a93_thb.jpg,2022-06-02-07.40.18.000461, B100,N,0,http://inventoryv2.copart.io/v1/lotImages/38323332?country=us&brand=cprt&yardNumber=1,,2022-06-01T21:20:49Z,N,N
33,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,38353402,V,2016,SUBARU,OUTBACK,OUTBACK 2.,,BLUE,SIDE,FRONT END,CA,SC,YES,E,4S4BSACC8G3203883,0,N,19436,0,2.5L  4,All wheel drive,AUTOMATIC,GAS,4,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP278/16d716a8d1334b7db2d8adcd5f430d96_thb.jpg,2022-06-02-07.40.18.000461, A070,N,0,http://inventoryv2.copart.io/v1/lotImages/38353402?country=us&brand=cprt&yardNumber=1,2.5I PREMIUM,2022-05-28T08:00:42Z,N,N
34,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,38420562,V,1999,DODGE,DURANGO,DURANGO,,TAN,FRONT END,REAR END,CA,AQ,NO,E,1B4HR28Y8XF665781,184416,A,5321,0,5.2L  8,Rear-wheel drive,,GAS,8,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP236/fcb6d553e20e468a84bfa5cf9dbf0741_thb.jpg,2022-06-02-07.40.18.000462, C070,N,0,http://inventoryv2.copart.io/v1/lotImages/38420562?country=us&brand=cprt&yardNumber=1,,2022-05-26T22:34:55Z,N,N
35,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,38504592,V,2015,TOYOTA,COROLLA,COROLLA L,,WHITE,FRONT END,,CA,SC,YES,E,5YFBURHE3FP199285,102514,A,14000,14000,1.8L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP278/85aa20651158464996eaaefb591f1de0_thb.jpg,2022-06-02-07.40.18.000462, C090,N,0,http://inventoryv2.copart.io/v1/lotImages/38504592?country=us&brand=cprt&yardNumber=1,L,2022-05-26T19:09:54Z,N,N
